~release_id~release_name~date
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2003-02-20
20~20~H.4.1 Factors Affecting Reserve Balances~2003-02-20
21~21~H.6 Money Stock Measures~2003-02-20
46~46~Producer Price Index~2003-02-20
100~100~Seasonal Credit Rate~2003-02-20
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2003-02-20
51~51~U.S. International Trade in Goods and Services~2003-02-20
