~release_id~release_name~date
221~221~Chicago Fed National Financial Conditions Index~2012-03-28
185~185~Interest on Required Balances and Excess Balances~2012-03-28
95~95~Manufacturer's Shipments, Inventories, and Orders (M3) Survey~2012-03-28
212~212~Spot Prices~2012-03-28
151~151~State Per Capita Personal Income~2012-03-28
110~110~State Personal Income (Quarterly)~2012-03-28
