~release_id~release_name~date
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2005-06-16
20~20~H.4.1 Factors Affecting Reserve Balances~2005-06-16
21~21~H.6 Money Stock Measures~2005-06-16
89~89~Household Debt Service and Financial Obligations Ratios~2005-06-16
27~27~New Residential Construction~2005-06-16
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2005-06-16
