~release_id~release_name~date
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2005-06-10
61~61~Money Zero Maturity (MZM)~2005-06-10
105~105~St. Louis Weekly Reserves and Monetary Base~2005-06-10
80~80~Treasury Bulletin~2005-06-10
51~51~U.S. International Trade in Goods and Services~2005-06-10
