~release_id~release_name~date
10~10~Consumer Price Index~2005-06-15
13~13~G.17 Industrial Production and Capacity Utilization~2005-06-15
25~25~Manufacturing and Trade Inventories and Sales~2005-06-15
55~55~Reports of Condition and Income for All Insured U.S. Commercial Banks~2005-06-15
92~92~Selected Real Retail Sales Series~2005-06-15
