~release_id~release_name~date
441~441~Coinbase Cryptocurrencies~2020-04-11
440~440~Coinbase Index~2020-04-11
205~205~Main Economic Indicators~2020-04-11
383~383~Market Value of U.S. Government Debt~2020-04-11
