~release_id~release_name~date
454~454~Average Price Data~2020-04-10
441~441~Coinbase Cryptocurrencies~2020-04-10
440~440~Coinbase Index~2020-04-10
86~86~Commercial Paper~2020-04-10
10~10~Consumer Price Index~2020-04-10
315~315~Current Median CPI~2020-04-10
72~72~Daily Treasury Inflation-Indexed Securities~2020-04-10
279~279~Economic Policy Uncertainty~2020-04-10
345~345~Experimental Consumer Price Index~2020-04-10
378~378~Federal Funds Data~2020-04-10
101~101~FOMC Press Release~2020-04-10
18~18~H.15 Selected Interest Rates~2020-04-10
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2020-04-10
371~371~Hornstein-Kudlyak-Lange Non-Employment Index~2020-04-10
185~185~Interest on Required Balances and Excess Balances~2020-04-10
304~304~Interest Rate Spreads~2020-04-10
363~363~Monthly Treasury Statement~2020-04-10
287~287~Nikkei Indexes~2020-04-10
375~375~Overnight Bank Funding Rate Data~2020-04-10
301~301~Real Money Stock Measures~2020-04-10
242~242~Recession Indicators Series~2020-04-10
109~109~State Coincident Indexes~2020-04-10
313~313~Sticky Price CPI~2020-04-10
400~400~St. Louis Fed Economic News Index~2020-04-10
