~release_id~release_name~date
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2009-04-09
20~20~H.4.1 Factors Affecting Reserve Balances~2009-04-09
21~21~H.6 Money Stock Measures~2009-04-09
100~100~Seasonal Credit Rate~2009-04-09
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2009-04-09
51~51~U.S. International Trade in Goods and Services~2009-04-09
