~release_id~release_name~date
173~173~BEA Regions Housing Units Authorized By Building Permits~2013-03-26
148~148~Housing Units Authorized By Building Permits~2013-03-26
246~246~Housing Units Authorized By Building Permits (Seasonally Adjusted)~2013-03-26
95~95~Manufacturer's Shipments, Inventories, and Orders (M3) Survey~2013-03-26
27~27~New Residential Construction~2013-03-26
97~97~New Residential Sales~2013-03-26
199~199~S&P/Case-Shiller Home Price Indices~2013-03-26
208~208~State Leading Indexes~2013-03-26
