,Id,Url,Username
0,532995481136140288,/DougKass/status/532995481136140288#m,DougKass
1,532995481136140288,/DougKass/status/532995481136140288#m,DougKass
2,533043355702558720,/dwerbisk/status/533043355702558720#m,dwerbisk
3,533043355702558720,/dwerbisk/status/533043355702558720#m,dwerbisk
4,533043330331213825,/dwerbisk/status/533043330331213825#m,dwerbisk
5,533043330331213825,/dwerbisk/status/533043330331213825#m,dwerbisk
6,533033998436794368,/quietswami/status/533033998436794368#m,quietswami
7,533033998436794368,/quietswami/status/533033998436794368#m,quietswami
8,533028974264193024,/jennablan/status/533028974264193024#m,jennablan
9,533028974264193024,/jennablan/status/533028974264193024#m,jennablan
10,533032706834448385,/TFPdaily/status/533032706834448385#m,TFPdaily
11,533032706834448385,/TFPdaily/status/533032706834448385#m,TFPdaily
12,533031172692262912,/alsabogal/status/533031172692262912#m,alsabogal
13,533031172692262912,/alsabogal/status/533031172692262912#m,alsabogal
14,533029163989360640,/SconsetCapital/status/533029163989360640#m,SconsetCapital
15,533029163989360640,/SconsetCapital/status/533029163989360640#m,SconsetCapital
16,533030249831727104,/SconsetCapital/status/533030249831727104#m,SconsetCapital
17,533030249831727104,/SconsetCapital/status/533030249831727104#m,SconsetCapital
18,533029930771415040,/quietswami/status/533029930771415040#m,quietswami
19,533029930771415040,/quietswami/status/533029930771415040#m,quietswami
20,533027522125266945,/quietswami/status/533027522125266945#m,quietswami
21,533027522125266945,/quietswami/status/533027522125266945#m,quietswami
22,533023670646898688,/quietswami/status/533023670646898688#m,quietswami
23,533023670646898688,/quietswami/status/533023670646898688#m,quietswami
24,533022135200284672,/quietswami/status/533022135200284672#m,quietswami
25,533022135200284672,/quietswami/status/533022135200284672#m,quietswami
26,533007494923436033,/oppsmongoose/status/533007494923436033#m,oppsmongoose
27,533007494923436033,/oppsmongoose/status/533007494923436033#m,oppsmongoose
28,533004094416633856,/oppsmongoose/status/533004094416633856#m,oppsmongoose
29,533004094416633856,/oppsmongoose/status/533004094416633856#m,oppsmongoose
30,532998449286090753,/TylerTrades/status/532998449286090753#m,TylerTrades
31,532998449286090753,/TylerTrades/status/532998449286090753#m,TylerTrades
32,532995838747082752,/JGN74/status/532995838747082752#m,JGN74
33,532995838747082752,/JGN74/status/532995838747082752#m,JGN74
34,532993551429144577,/BumbaJK/status/532993551429144577#m,BumbaJK
35,532993551429144577,/BumbaJK/status/532993551429144577#m,BumbaJK
36,532991173866958848,/GiorgosT/status/532991173866958848#m,GiorgosT
37,532991173866958848,/GiorgosT/status/532991173866958848#m,GiorgosT
38,532985751013969920,/alsabogal/status/532985751013969920#m,alsabogal
39,532985751013969920,/alsabogal/status/532985751013969920#m,alsabogal
40,533404598267301888,/OscarsPop/status/533404598267301888#m,OscarsPop
41,533404598267301888,/OscarsPop/status/533404598267301888#m,OscarsPop
42,533384541725937664,/DougKass/status/533384541725937664#m,DougKass
43,533384541725937664,/DougKass/status/533384541725937664#m,DougKass
44,533366836549918720,/TradersPoll/status/533366836549918720#m,TradersPoll
45,533366836549918720,/TradersPoll/status/533366836549918720#m,TradersPoll
46,533364535718342657,/tonycfa/status/533364535718342657#m,tonycfa
47,533364535718342657,/tonycfa/status/533364535718342657#m,tonycfa
48,533357434538958849,/BretBaier/status/533357434538958849#m,BretBaier
49,533357434538958849,/BretBaier/status/533357434538958849#m,BretBaier
50,533360706071302144,/AlexFullard99/status/533360706071302144#m,AlexFullard99
51,533360706071302144,/AlexFullard99/status/533360706071302144#m,AlexFullard99
52,533355395822387201,/cyclesafer/status/533355395822387201#m,cyclesafer
53,533355395822387201,/cyclesafer/status/533355395822387201#m,cyclesafer
54,533337343483052032,/DougKass/status/533337343483052032#m,DougKass
55,533337343483052032,/DougKass/status/533337343483052032#m,DougKass
56,533354436349792256,/bill_brp/status/533354436349792256#m,bill_brp
57,533354436349792256,/bill_brp/status/533354436349792256#m,bill_brp
58,533351280602009602,/JurajPodracky/status/533351280602009602#m,JurajPodracky
59,533351280602009602,/JurajPodracky/status/533351280602009602#m,JurajPodracky
60,533350128984555520,/BillyTsi/status/533350128984555520#m,BillyTsi
61,533350128984555520,/BillyTsi/status/533350128984555520#m,BillyTsi
62,533348356542971905,/justtradin/status/533348356542971905#m,justtradin
63,533348356542971905,/justtradin/status/533348356542971905#m,justtradin
64,533348078041178113,/dyylbb4/status/533348078041178113#m,dyylbb4
65,533348078041178113,/dyylbb4/status/533348078041178113#m,dyylbb4
66,533346421693747200,/danablankenhorn/status/533346421693747200#m,danablankenhorn
67,533346421693747200,/danablankenhorn/status/533346421693747200#m,danablankenhorn
68,533345442986483714,/TheAcsMan/status/533345442986483714#m,TheAcsMan
69,533345442986483714,/TheAcsMan/status/533345442986483714#m,TheAcsMan
70,533338142758412288,/AreYouStupidBro/status/533338142758412288#m,AreYouStupidBro
71,533338142758412288,/AreYouStupidBro/status/533338142758412288#m,AreYouStupidBro
72,533338075754397696,/UPBOptionMil/status/533338075754397696#m,UPBOptionMil
73,533338075754397696,/UPBOptionMil/status/533338075754397696#m,UPBOptionMil
74,533338070675111936,/djierardi/status/533338070675111936#m,djierardi
75,533338070675111936,/djierardi/status/533338070675111936#m,djierardi
76,533337690348191744,/StewartBMcGehee/status/533337690348191744#m,StewartBMcGehee
77,533337690348191744,/StewartBMcGehee/status/533337690348191744#m,StewartBMcGehee
78,533337660639543297,/DougKass/status/533337660639543297#m,DougKass
79,533337660639543297,/DougKass/status/533337660639543297#m,DougKass
