,Id,Url,Username
0,529422701241188353,/359_Peterbilt/status/529422701241188353#m,359_Peterbilt
1,529422701241188353,/359_Peterbilt/status/529422701241188353#m,359_Peterbilt
2,529422099606425600,/TalkMarkets/status/529422099606425600#m,TalkMarkets
3,529422099606425600,/TalkMarkets/status/529422099606425600#m,TalkMarkets
4,529419422537359360,/Adam_Trades/status/529419422537359360#m,Adam_Trades
5,529419422537359360,/Adam_Trades/status/529419422537359360#m,Adam_Trades
6,529419149097701376,/Quantocracy/status/529419149097701376#m,Quantocracy
7,529419149097701376,/Quantocracy/status/529419149097701376#m,Quantocracy
8,529417296130105344,/BlackbriarAsset/status/529417296130105344#m,BlackbriarAsset
9,529417296130105344,/BlackbriarAsset/status/529417296130105344#m,BlackbriarAsset
10,529416765688672258,/indexshow/status/529416765688672258#m,indexshow
11,529416765688672258,/indexshow/status/529416765688672258#m,indexshow
12,529414694524559361,/FZucchi/status/529414694524559361#m,FZucchi
13,529414694524559361,/FZucchi/status/529414694524559361#m,FZucchi
14,529414195461496832,/marketminute/status/529414195461496832#m,marketminute
15,529414195461496832,/marketminute/status/529414195461496832#m,marketminute
16,529412838880595968,/wright_janice/status/529412838880595968#m,wright_janice
17,529412838880595968,/wright_janice/status/529412838880595968#m,wright_janice
18,529412519077892096,/scalpthatstock/status/529412519077892096#m,scalpthatstock
19,529412519077892096,/scalpthatstock/status/529412519077892096#m,scalpthatstock
20,529411973352398848,/mktbot/status/529411973352398848#m,mktbot
21,529411973352398848,/mktbot/status/529411973352398848#m,mktbot
22,529411462280671232,/CoachJoeJ/status/529411462280671232#m,CoachJoeJ
23,529411462280671232,/CoachJoeJ/status/529411462280671232#m,CoachJoeJ
24,529411091760414721,/JeaYu21/status/529411091760414721#m,JeaYu21
25,529411091760414721,/JeaYu21/status/529411091760414721#m,JeaYu21
26,529411047569252353,/GuruOfGanja/status/529411047569252353#m,GuruOfGanja
27,529411047569252353,/GuruOfGanja/status/529411047569252353#m,GuruOfGanja
28,529410876332183552,/wrx1974/status/529410876332183552#m,wrx1974
29,529410876332183552,/wrx1974/status/529410876332183552#m,wrx1974
30,529410796183248896,/wrx1974/status/529410796183248896#m,wrx1974
31,529410796183248896,/wrx1974/status/529410796183248896#m,wrx1974
32,529410772850323456,/wrx1974/status/529410772850323456#m,wrx1974
33,529410772850323456,/wrx1974/status/529410772850323456#m,wrx1974
34,529410716516638722,/wrx1974/status/529410716516638722#m,wrx1974
35,529410716516638722,/wrx1974/status/529410716516638722#m,wrx1974
36,529409855137017856,/macroQmicro/status/529409855137017856#m,macroQmicro
37,529409855137017856,/macroQmicro/status/529409855137017856#m,macroQmicro
38,529406759039799297,/EliteDayTraders/status/529406759039799297#m,EliteDayTraders
39,529406759039799297,/EliteDayTraders/status/529406759039799297#m,EliteDayTraders
