,Id,Url,Username
0,7345383101,/tecktrdr/status/7345383101#m,tecktrdr
1,7341262258,/StockAAPL/status/7341262258#m,StockAAPL
2,7341120172,/brokerz_spx/status/7341120172#m,brokerz_spx
3,7341031993,/brokerz_nasdaq/status/7341031993#m,brokerz_nasdaq
4,7339375748,/brokerz_gold/status/7339375748#m,brokerz_gold
5,7339030966,/brokerz_spx/status/7339030966#m,brokerz_spx
6,7338180858,/brokerz_spx/status/7338180858#m,brokerz_spx
7,7337369102,/brokerz_spx/status/7337369102#m,brokerz_spx
8,7337019105,/alphatrends/status/7337019105#m,alphatrends
9,7328238636,/brokerz_spx/status/7328238636#m,brokerz_spx
10,7328079478,/mrfinviz/status/7328079478#m,mrfinviz
11,7323596906,/mattmcneal/status/7323596906#m,mattmcneal
12,7314951932,/Bonostrading/status/7314951932#m,Bonostrading
13,7345383101,/tecktrdr/status/7345383101#m,tecktrdr
14,7341262258,/StockAAPL/status/7341262258#m,StockAAPL
15,7341120172,/brokerz_spx/status/7341120172#m,brokerz_spx
16,7341031993,/brokerz_nasdaq/status/7341031993#m,brokerz_nasdaq
17,7339375748,/brokerz_gold/status/7339375748#m,brokerz_gold
18,7339030966,/brokerz_spx/status/7339030966#m,brokerz_spx
19,7338180858,/brokerz_spx/status/7338180858#m,brokerz_spx
20,7337369102,/brokerz_spx/status/7337369102#m,brokerz_spx
21,7337019105,/alphatrends/status/7337019105#m,alphatrends
22,7328238636,/brokerz_spx/status/7328238636#m,brokerz_spx
23,7328079478,/mrfinviz/status/7328079478#m,mrfinviz
24,7323596906,/mattmcneal/status/7323596906#m,mattmcneal
25,7314951932,/Bonostrading/status/7314951932#m,Bonostrading
26,7345383101,/tecktrdr/status/7345383101#m,tecktrdr
27,7341262258,/StockAAPL/status/7341262258#m,StockAAPL
28,7341120172,/brokerz_spx/status/7341120172#m,brokerz_spx
29,7341031993,/brokerz_nasdaq/status/7341031993#m,brokerz_nasdaq
30,7339375748,/brokerz_gold/status/7339375748#m,brokerz_gold
31,7339030966,/brokerz_spx/status/7339030966#m,brokerz_spx
32,7338180858,/brokerz_spx/status/7338180858#m,brokerz_spx
