,Id,Url,Username
0,532683591864811520,/ChartingStock/status/532683591864811520#m,ChartingStock
1,532683591864811520,/ChartingStock/status/532683591864811520#m,ChartingStock
2,532683358699266048,/dzstep/status/532683358699266048#m,dzstep
3,532683358699266048,/dzstep/status/532683358699266048#m,dzstep
4,532681196547756032,/moneyandlilia/status/532681196547756032#m,moneyandlilia
5,532681196547756032,/moneyandlilia/status/532681196547756032#m,moneyandlilia
6,532680719932600320,/sberney/status/532680719932600320#m,sberney
7,532680719932600320,/sberney/status/532680719932600320#m,sberney
8,532678465707704321,/AsianOptionGirl/status/532678465707704321#m,AsianOptionGirl
9,532678465707704321,/AsianOptionGirl/status/532678465707704321#m,AsianOptionGirl
10,532677513470681089,/marketminute/status/532677513470681089#m,marketminute
11,532677513470681089,/marketminute/status/532677513470681089#m,marketminute
12,532677378896834560,/Sqwii/status/532677378896834560#m,Sqwii
13,532677378896834560,/Sqwii/status/532677378896834560#m,Sqwii
14,532676795020353536,/359_Peterbilt/status/532676795020353536#m,359_Peterbilt
15,532676795020353536,/359_Peterbilt/status/532676795020353536#m,359_Peterbilt
16,532676696466804736,/359_Peterbilt/status/532676696466804736#m,359_Peterbilt
17,532676696466804736,/359_Peterbilt/status/532676696466804736#m,359_Peterbilt
18,532676233214300160,/ZorTrades/status/532676233214300160#m,ZorTrades
19,532676233214300160,/ZorTrades/status/532676233214300160#m,ZorTrades
20,532675982952386561,/snapsssss/status/532675982952386561#m,snapsssss
21,532675982952386561,/snapsssss/status/532675982952386561#m,snapsssss
22,532675460879384577,/RedDogT3/status/532675460879384577#m,RedDogT3
23,532675460879384577,/RedDogT3/status/532675460879384577#m,RedDogT3
24,532675328796553217,/WSConsensus/status/532675328796553217#m,WSConsensus
25,532675328796553217,/WSConsensus/status/532675328796553217#m,WSConsensus
26,532673274493140992,/BretKenwell/status/532673274493140992#m,BretKenwell
27,532673274493140992,/BretKenwell/status/532673274493140992#m,BretKenwell
28,532670166912745472,/MarketsRecap/status/532670166912745472#m,MarketsRecap
29,532670166912745472,/MarketsRecap/status/532670166912745472#m,MarketsRecap
30,532669254517395456,/RedDogT3/status/532669254517395456#m,RedDogT3
31,532669254517395456,/RedDogT3/status/532669254517395456#m,RedDogT3
32,532668193232265216,/biotech_trader2/status/532668193232265216#m,biotech_trader2
33,532668193232265216,/biotech_trader2/status/532668193232265216#m,biotech_trader2
34,532667769339133952,/MarketThe/status/532667769339133952#m,MarketThe
35,532667769339133952,/MarketThe/status/532667769339133952#m,MarketThe
36,532666814405152768,/trainerjolene/status/532666814405152768#m,trainerjolene
37,532666814405152768,/trainerjolene/status/532666814405152768#m,trainerjolene
38,532666592728211456,/caroltheva/status/532666592728211456#m,caroltheva
39,532666592728211456,/caroltheva/status/532666592728211456#m,caroltheva
