,Id,Url,Username
0,528694412088729600,/AsianOptionGirl/status/528694412088729600#m,AsianOptionGirl
1,528693768858660865,/BenCBanks/status/528693768858660865#m,BenCBanks
2,528687832169480192,/EFS_II/status/528687832169480192#m,EFS_II
3,528684858701524992,/leopardtrader/status/528684858701524992#m,leopardtrader
4,528682659040329728,/pscb102/status/528682659040329728#m,pscb102
5,528681509293527042,/JHILLMacro/status/528681509293527042#m,JHILLMacro
6,528679028807315456,/EFS_II/status/528679028807315456#m,EFS_II
7,528677147141865473,/TJReazor/status/528677147141865473#m,TJReazor
8,528675362923118592,/androsForm/status/528675362923118592#m,androsForm
9,528675318685794306,/androsForm/status/528675318685794306#m,androsForm
10,528674947137142784,/pscb102/status/528674947137142784#m,pscb102
11,528672486779797506,/EFS_II/status/528672486779797506#m,EFS_II
12,528671118282862592,/SmallCaps33/status/528671118282862592#m,SmallCaps33
13,528670705014292480,/FonsieTrader/status/528670705014292480#m,FonsieTrader
14,528670487757348864,/fm23/status/528670487757348864#m,fm23
15,528669716483964928,/Futures_Portal/status/528669716483964928#m,Futures_Portal
16,528665937260445696,/EFS_II/status/528665937260445696#m,EFS_II
17,528663252624871424,/359_Peterbilt/status/528663252624871424#m,359_Peterbilt
18,528663157678419968,/359_Peterbilt/status/528663157678419968#m,359_Peterbilt
19,528662385259970561,/spmorningcall/status/528662385259970561#m,spmorningcall
20,528661226856148994,/dbc___/status/528661226856148994#m,dbc___
21,528659399556886528,/EFS_II/status/528659399556886528#m,EFS_II
22,528658938045427712,/panamaorange/status/528658938045427712#m,panamaorange
23,528653264204886016,/Soopy9/status/528653264204886016#m,Soopy9
24,528652689152802817,/ukarlewitz/status/528652689152802817#m,ukarlewitz
25,528649538064908288,/i_Know_First/status/528649538064908288#m,i_Know_First
26,528648621932425216,/seeitmarket/status/528648621932425216#m,seeitmarket
27,528647809181155328,/EFS_II/status/528647809181155328#m,EFS_II
28,528647427805700097,/BenCBanks/status/528647427805700097#m,BenCBanks
29,528645852231790592,/OphirGottlieb/status/528645852231790592#m,OphirGottlieb
30,528645075572916224,/RyanDetrick/status/528645075572916224#m,RyanDetrick
31,528639742918025216,/vwandres/status/528639742918025216#m,vwandres
32,528637630771376129,/TradeWithDoug/status/528637630771376129#m,TradeWithDoug
33,528633227305443328,/EFS_II/status/528633227305443328#m,EFS_II
34,528630066079883264,/EFS_II/status/528630066079883264#m,EFS_II
35,528628360550023168,/Sirtuan/status/528628360550023168#m,Sirtuan
