~release_id~release_name~date
111~111~Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas~2006-08-21
18~18~H.15 Selected Interest Rates~2006-08-21
71~71~Weekly Treasury Inflation-Indexed Securities~2006-08-21
