~release_id~release_name~date
238~238~Financial Soundness Indicators~2013-11-01
53~53~Gross Domestic Product~2013-11-01
122~122~H.4.1 Factors Affecting Reserve Balances (data not included in press release)~2013-11-01
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2013-11-01
239~239~International Financial Statistics~2013-11-01
63~63~M2 Related Series~2013-11-01
205~205~Main Economic Indicators~2013-11-01
61~61~Money Zero Maturity (MZM)~2013-11-01
70~70~Monthly Treasury Inflation-Indexed Securities~2013-11-01
59~59~National Population Estimates~2013-11-01
78~78~St. Louis Monthly Reserves and Monetary Base~2013-11-01
105~105~St. Louis Weekly Reserves and Monetary Base~2013-11-01
245~245~Summary Measures of the Foreign Exchange Value of the Dollar~2013-11-01
102~102~Wall Street Journal~2013-11-01
