~release_id~release_name~date
221~221~Chicago Fed National Financial Conditions Index~2013-10-23
171~171~House Price Index~2013-10-23
212~212~Spot Prices~2013-10-23
188~188~U.S. Import and Export Price Indexes~2013-10-23
