~release_id~release_name~date
15~15~G.5 Foreign Exchange Rates~2013-10-21
183~183~Gasoline and Diesel Fuel Update~2013-10-21
18~18~H.15 Selected Interest Rates~2013-10-21
113~113~Metropolitan Area Employment and Unemployment~2013-10-21
116~116~Unemployment in States and Local Areas (all other areas)~2013-10-21
71~71~Weekly Treasury Inflation-Indexed Securities~2013-10-21
