~release_id~release_name~date
13~13~G.17 Industrial Production and Capacity Utilization~2013-10-28
15~15~G.5 Foreign Exchange Rates~2013-10-28
183~183~Gasoline and Diesel Fuel Update~2013-10-28
18~18~H.15 Selected Interest Rates~2013-10-28
71~71~Weekly Treasury Inflation-Indexed Securities~2013-10-28
