~release_id~release_name~date
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2013-10-11
63~63~M2 Related Series~2013-10-11
62~62~Monetary Services Index (MSI)~2013-10-11
193~193~Money Velocity~2013-10-11
61~61~Money Zero Maturity (MZM)~2013-10-11
78~78~St. Louis Monthly Reserves and Monetary Base~2013-10-11
105~105~St. Louis Weekly Reserves and Monetary Base~2013-10-11
