~release_id~release_name~date
171~171~House Price Index~2013-02-26
97~97~New Residential Sales~2013-02-26
199~199~S&P/Case-Shiller Home Price Indices~2013-02-26
271~271~Weekly Financial Statements of the Eurosystem~2013-02-26
