~release_id~release_name~date
231~231~Charge-Off and Delinquency Rates on Loans and Leases at Commercial Banks~2013-02-19
10~10~Consumer Price Index~2013-02-19
183~183~Gasoline and Diesel Fuel Update~2013-02-19
18~18~H.15 Selected Interest Rates~2013-02-19
71~71~Weekly Treasury Inflation-Indexed Securities~2013-02-19
