~release_id~release_name~date
185~185~Interest on Required Balances and Excess Balances~2013-02-20
27~27~New Residential Construction~2013-02-20
46~46~Producer Price Index~2013-02-20
228~228~Quarterly Starts and Completions by Purpose and Design~2013-02-20
