~release_id~release_name~date
15~15~G.5 Foreign Exchange Rates~2011-05-02
18~18~H.15 Selected Interest Rates~2011-05-02
70~70~Monthly Treasury Inflation-Indexed Securities~2011-05-02
191~191~Senior Loan Officer Opinion Survey on Bank Lending Practices~2011-05-02
102~102~Wall Street Journal~2011-05-02
183~183~Weekly Retail Gasoline and Diesel Prices~2011-05-02
71~71~Weekly Treasury Inflation-Indexed Securities~2011-05-02
