~release_id~release_name~date
10~10~Consumer Price Index~2002-12-17
13~13~G.17 Industrial Production and Capacity Utilization~2002-12-17
27~27~New Residential Construction~2002-12-17
92~92~Selected Real Retail Sales Series~2002-12-17
