~release_id~release_name~date
15~15~G.5 Foreign Exchange Rates~2002-12-02
18~18~H.15 Selected Interest Rates~2002-12-02
61~61~Money Zero Maturity (MZM)~2002-12-02
70~70~Monthly Treasury Inflation-Indexed Securities~2002-12-02
102~102~Wall Street Journal~2002-12-02
71~71~Weekly Treasury Inflation-Indexed Securities~2002-12-02
