~release_id~release_name~date
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2004-09-24
95~95~Manufacturer's Shipments, Inventories, and Orders (M3) Survey~2004-09-24
61~61~Money Zero Maturity (MZM)~2004-09-24
105~105~St. Louis Weekly Reserves and Monetary Base~2004-09-24
