~release_id~release_name~date
104~104~Federal Reserve Bulletin~2004-09-10
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2004-09-10
61~61~Money Zero Maturity (MZM)~2004-09-10
46~46~Producer Price Index~2004-09-10
105~105~St. Louis Weekly Reserves and Monetary Base~2004-09-10
80~80~Treasury Bulletin~2004-09-10
51~51~U.S. International Trade in Goods and Services~2004-09-10
