~release_id~release_name~date
174~174~"Current Economic and Financial Conditions: Summary and Outlook (""Greenbook"")"~2004-09-15
13~13~G.17 Industrial Production and Capacity Utilization~2004-09-15
25~25~Manufacturing and Trade Inventories and Sales~2004-09-15
