~release_id~release_name~date
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2004-09-17
63~63~M2 Related Series~2004-09-17
62~62~Monetary Services Index (MSI)~2004-09-17
61~61~Money Zero Maturity (MZM)~2004-09-17
78~78~St. Louis Monthly Reserves and Monetary Base~2004-09-17
105~105~St. Louis Weekly Reserves and Monetary Base~2004-09-17
