~release_id~release_name~date
441~441~Coinbase Cryptocurrencies~2022-12-10
402~402~Corporate Bond Yield Curve~2022-12-10
101~101~FOMC Press Release~2022-12-10
205~205~Main Economic Indicators~2022-12-10
