~release_id~release_name~date
174~174~"Current Economic and Financial Conditions: Summary and Outlook (""Greenbook"")"~2002-06-20
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2002-06-20
20~20~H.4.1 Factors Affecting Reserve Balances~2002-06-20
21~21~H.6 Money Stock Measures~2002-06-20
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2002-06-20
51~51~U.S. International Trade in Goods and Services~2002-06-20
49~49~U.S. International Transactions~2002-06-20
