~release_id~release_name~date
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2002-06-21
61~61~Money Zero Maturity (MZM)~2002-06-21
93~93~Supplemental Estimates, Motor Vehicles~2002-06-21
