~release_id~release_name~date
9~9~Advance Monthly Sales for Retail and Food Services~2002-06-13
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2002-06-13
20~20~H.4.1 Factors Affecting Reserve Balances~2002-06-13
21~21~H.6 Money Stock Measures~2002-06-13
46~46~Producer Price Index~2002-06-13
100~100~Seasonal Credit Rate~2002-06-13
92~92~Selected Real Retail Sales Series~2002-06-13
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2002-06-13
93~93~Supplemental Estimates, Motor Vehicles~2002-06-13
