~release_id~release_name~date
18~18~H.15 Selected Interest Rates~2011-10-31
183~183~Weekly Retail Gasoline and Diesel Prices~2011-10-31
71~71~Weekly Treasury Inflation-Indexed Securities~2011-10-31
