~release_id~release_name~date
229~229~Construction Spending~2011-10-03
15~15~G.5 Foreign Exchange Rates~2011-10-03
18~18~H.15 Selected Interest Rates~2011-10-03
70~70~Monthly Treasury Inflation-Indexed Securities~2011-10-03
102~102~Wall Street Journal~2011-10-03
183~183~Weekly Retail Gasoline and Diesel Prices~2011-10-03
71~71~Weekly Treasury Inflation-Indexed Securities~2011-10-03
