~release_id~release_name~date
209~209~BofA Merrill Lynch~2015-04-03
302~302~Cleveland Financial Stress Index~2015-04-03
86~86~Commercial Paper~2015-04-03
72~72~Daily Treasury Inflation-Indexed Securities~2015-04-03
279~279~Economic Policy Uncertainty~2015-04-03
50~50~Employment Situation~2015-04-03
101~101~FOMC Press Release~2015-04-03
122~122~H.4.1 Factors Affecting Reserve Balances (data not included in press release)~2015-04-03
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2015-04-03
304~304~Interest Rate Spreads~2015-04-03
334~334~Labor Force Status Flows from the Current Population Survey~2015-04-03
63~63~M2 Related Series~2015-04-03
61~61~Money Zero Maturity (MZM)~2015-04-03
287~287~Nikkei Indexes~2015-04-03
78~78~St. Louis Monthly Reserves and Monetary Base~2015-04-03
