~release_id~release_name~date
104~104~Federal Reserve Bulletin~2005-12-09
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2005-12-09
89~89~Household Debt Service and Financial Obligations Ratios~2005-12-09
63~63~M2 Related Series~2005-12-09
61~61~Money Zero Maturity (MZM)~2005-12-09
105~105~St. Louis Weekly Reserves and Monetary Base~2005-12-09
