~release_id~release_name~date
13~13~G.17 Industrial Production and Capacity Utilization~2002-10-17
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2002-10-17
20~20~H.4.1 Factors Affecting Reserve Balances~2002-10-17
21~21~H.6 Money Stock Measures~2002-10-17
27~27~New Residential Construction~2002-10-17
100~100~Seasonal Credit Rate~2002-10-17
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2002-10-17
