~release_id~release_name~date
9~9~Advance Monthly Sales for Retail and Food Services~2011-04-13
185~185~Interest on Required Balances and Excess Balances~2011-04-13
192~192~Job Openings and Labor Turnover~2011-04-13
25~25~Manufacturing and Trade Inventories and Sales~2011-04-13
92~92~Selected Real Retail Sales Series~2011-04-13
212~212~Spot Prices~2011-04-13
