~release_id~release_name~date
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2002-07-11
20~20~H.4.1 Factors Affecting Reserve Balances~2002-07-11
21~21~H.6 Money Stock Measures~2002-07-11
46~46~Producer Price Index~2002-07-11
100~100~Seasonal Credit Rate~2002-07-11
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2002-07-11
