~release_id~release_name~date
50~50~Employment Situation~2004-06-04
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2004-06-04
63~63~M2 Related Series~2004-06-04
61~61~Money Zero Maturity (MZM)~2004-06-04
78~78~St. Louis Monthly Reserves and Monetary Base~2004-06-04
