~release_id~release_name~date
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2002-05-31
95~95~Manufacturer's Shipments, Inventories, and Orders (M3) Survey~2002-05-31
61~61~Money Zero Maturity (MZM)~2002-05-31
47~47~Productivity and Costs~2002-05-31
91~91~Surveys of Consumers~2002-05-31
