~release_id~release_name~date
173~173~BEA Regions Housing Units Authorized By Building Permits~2010-09-27
18~18~H.15 Selected Interest Rates~2010-09-27
89~89~Household Debt Service and Financial Obligations Ratios~2010-09-27
148~148~Housing Units Authorized By Building Permits~2010-09-27
27~27~New Residential Construction~2010-09-27
183~183~Weekly Retail Gasoline and Diesel Prices~2010-09-27
71~71~Weekly Treasury Inflation-Indexed Securities~2010-09-27
