,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes,timestamp_ms
0,11611890004,/icojones/status/11611890004#m,icojones,0.0,0.0,2010-04-04 11:36:00+00:00,1270380960000.0,If $SPY closes tomorrow above 118.20 we are off to the races,0.0,1.0,0.0,1270380960000.0
1,11610947363,/jessefelder/status/11610947363#m,jessefelder,0.0,0.0,2010-04-04 11:14:00+00:00,1270379640000.0,Another Monday gap up? http://bit.ly/bMDNEf $SPY,0.0,0.0,0.0,1270379640000.0
2,11611128093,/scotttoconnor/status/11611128093#m,scotttoconnor,0.0,0.0,2010-04-04 11:18:00+00:00,1270379880000.0,"@jessefelder RT Another Monday gap up? http://bit.ly/bMDNEf $SPY < no doubt, I'm still holding SPXU...",0.0,0.0,0.0,1270379880000.0
3,11609063255,/tecktrdr/status/11609063255#m,tecktrdr,0.0,0.0,2010-04-04 10:31:00+00:00,1270377060000.0,$spy ...i dig this not working thing ...gotta do it more .....,0.0,0.0,0.0,1270377060000.0
4,11608495963,/tecktrdr/status/11608495963#m,tecktrdr,0.0,0.0,2010-04-04 10:17:00+00:00,1270376220000.0,$spy enjoying the day into Bioshock multiplayer ....absurd- mezmerizing ....love it,0.0,0.0,0.0,1270376220000.0
5,11602696651,/a_yakovlev/status/11602696651#m,a_yakovlev,0.0,0.0,2010-04-04 07:42:00+00:00,1270366920000.0,"a gorgeous Easter Sunday like this makes one feel thoroughly bullish, i'm calling for a 5% resurrection week rally! $SPY shorts be damned.",0.0,1.0,0.0,1270366920000.0
6,11586459540,/STtrending/status/11586459540#m,STtrending,0.0,0.0,2010-04-04 01:03:00+00:00,1270342980000.0,Trending now on StockTwits: $AIG $SPY $JPM $DIGA $CNAM $KAZ $THC $NRG $MT $ID,0.0,0.0,0.0,1270342980000.0
7,11582789311,/STtrending/status/11582789311#m,STtrending,0.0,0.0,2010-04-04 11:03:00+00:00,1270378980000.0,Trending now on StockTwits: $SPY $EURUSD $USDX $ES_F $DIA $DIGA $CNAM $KAZ $THC $RY,0.0,0.0,0.0,1270378980000.0
8,11581732866,/GrandSuperCycle/status/11581732866#m,GrandSuperCycle,0.0,0.0,2010-04-04 10:23:00+00:00,1270376580000.0,$EURUSD $USDX DX_F $DIA $SPY $ES_F : Euro bearish monthly chart http://tinyurl.com/yey34g4 $$,0.0,0.0,0.0,1270376580000.0
9,11574400630,/STtrending/status/11574400630#m,STtrending,0.0,0.0,2010-04-04 06:03:00+00:00,1270360980000.0,Trending now on StockTwits: $USDX $SPY $GLD $SPX $GOOG $NFLX $UUP $USO $IWM $BIDU,0.0,0.0,0.0,1270360980000.0
10,11573254092,/Financial_News_/status/11573254092#m,Financial_News_,0.0,0.0,2010-04-04 05:32:00+00:00,1270359120000.0,"New post, ""Weekly market recap vid is up $$http://bit.ly/99xE59 $ES_F $EURUSD $SPX $SPY $CL_F"" - http://bit.ly/bDBjmi",0.0,0.0,0.0,1270359120000.0
11,11567566983,/Financial_News_/status/11567566983#m,Financial_News_,0.0,0.0,2010-04-04 03:15:00+00:00,1270350900000.0,"New post, ""Weekly market recap vid is up $$http://bit.ly/99xE59 $ES_F $EURUSD $SPX $SPY $CL_F"" - http://bit.ly/bDBjmi",0.0,0.0,0.0,1270350900000.0
12,11559454309,/STtrending/status/11559454309#m,STtrending,0.0,0.0,2010-04-04 12:03:00+00:00,1270382580000.0,Trending now on StockTwits: $AAPL $MTL $SPY $VZ $NEM $NFLX $BAC $USDJPY $DIGA $WLL,0.0,0.0,0.0,1270382580000.0
