~release_id~release_name~date
9~9~Advance Monthly Sales for Retail and Food Services~2023-01-18
322~322~Business Leaders Survey~2023-01-18
200~200~CBOE Market Statistics~2023-01-18
441~441~Coinbase Cryptocurrencies~2023-01-18
86~86~Commercial Paper~2023-01-18
72~72~Daily Treasury Inflation-Indexed Securities~2023-01-18
279~279~Economic Policy Uncertainty~2023-01-18
502~502~Euro Short Term Rate~2023-01-18
378~378~Federal Funds Data~2023-01-18
101~101~FOMC Press Release~2023-01-18
13~13~G.17 Industrial Production and Capacity Utilization~2023-01-18
386~386~GDPNow~2023-01-18
18~18~H.15 Selected Interest Rates~2023-01-18
251~251~Harmonized Indices of Consumer Prices (HICP)~2023-01-18
504~504~Historical Overnight AMERIBOR Unsecured Interest Rate~2023-01-18
209~209~ICE BofA Indices~2023-01-18
185~185~Interest Rate on Reserve Balances~2023-01-18
304~304~Interest Rate Spreads~2023-01-18
484~484~Key ECB Interest Rates~2023-01-18
25~25~Manufacturing and Trade Inventories and Sales~2023-01-18
436~436~Monthly Retail Trade and Food Services~2023-01-18
427~427~Moody's Daily Corporate Bond Yield Averages~2023-01-18
328~328~NASDAQ~2023-01-18
287~287~Nikkei Indexes~2023-01-18
473~473~Optimal Blue Mortgage Market Indices~2023-01-18
375~375~Overnight Bank Funding Rate Data~2023-01-18
46~46~Producer Price Index~2023-01-18
242~242~Recession Indicators Series~2023-01-18
445~445~Secured Overnight Financing Rate Data~2023-01-18
92~92~Selected Real Retail Sales Series~2023-01-18
483~483~SOFR Averages and Index Data~2023-01-18
492~492~SONIA Interest Rate Benchmark~2023-01-18
379~379~Temporary Open Market Operations~2023-01-18
196~196~Wilshire Indexes~2023-01-18
