~release_id~release_name~date
221~221~Chicago Fed National Financial Conditions Index~2011-09-28
185~185~Interest on Required Balances and Excess Balances~2011-09-28
95~95~Manufacturer's Shipments, Inventories, and Orders (M3) Survey~2011-09-28
113~113~Metropolitan Area Employment and Unemployment~2011-09-28
116~116~Unemployment in States and Local Areas (all other areas)~2011-09-28
52~52~Z.1 Flow of Funds Accounts of the United States~2011-09-28
