~release_id~release_name~date
81~81~Fiscal Year Budget Data~2007-10-11
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2007-10-11
20~20~H.4.1 Factors Affecting Reserve Balances~2007-10-11
21~21~H.6 Money Stock Measures~2007-10-11
100~100~Seasonal Credit Rate~2007-10-11
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2007-10-11
51~51~U.S. International Trade in Goods and Services~2007-10-11
