~release_id~release_name~date
221~221~Chicago Fed National Financial Conditions Index~2012-04-11
185~185~Interest on Required Balances and Excess Balances~2012-04-11
212~212~Spot Prices~2012-04-11
188~188~U.S. Import and Export Price Indexes~2012-04-11
