~release_id~release_name~date
192~192~Job Openings and Labor Turnover~2012-04-10
205~205~Main Economic Indicators~2012-04-10
113~113~Metropolitan Area Employment and Unemployment~2012-04-10
116~116~Unemployment in States and Local Areas (all other areas)~2012-04-10
