~release_id~release_name~date
15~15~G.5 Foreign Exchange Rates~2001-04-02
18~18~H.15 Selected Interest Rates~2001-04-02
87~87~Transitional Euro Country Exchange Rates~2001-04-02
102~102~Wall Street Journal~2001-04-02
