~release_id~release_name~date
165~165~Australian Foreign Exchange Transactions~2008-03-03
15~15~G.5 Foreign Exchange Rates~2008-03-03
18~18~H.15 Selected Interest Rates~2008-03-03
70~70~Monthly Treasury Inflation-Indexed Securities~2008-03-03
102~102~Wall Street Journal~2008-03-03
71~71~Weekly Treasury Inflation-Indexed Securities~2008-03-03
