~release_id~release_name~date
10~10~Consumer Price Index~2005-02-18
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2005-02-18
63~63~M2 Related Series~2005-02-18
61~61~Money Zero Maturity (MZM)~2005-02-18
46~46~Producer Price Index~2005-02-18
105~105~St. Louis Weekly Reserves and Monetary Base~2005-02-18
