~release_id~release_name~date
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2005-02-10
20~20~H.4.1 Factors Affecting Reserve Balances~2005-02-10
21~21~H.6 Money Stock Measures~2005-02-10
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2005-02-10
51~51~U.S. International Trade in Goods and Services~2005-02-10
