~release_id~release_name~date
82~82~Economic Report of the President~2005-02-17
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2005-02-17
20~20~H.4.1 Factors Affecting Reserve Balances~2005-02-17
21~21~H.6 Money Stock Measures~2005-02-17
100~100~Seasonal Credit Rate~2005-02-17
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2005-02-17
78~78~St. Louis Monthly Reserves and Monetary Base~2005-02-17
