,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes
0,232513206730498048,/DougKass/status/232513206730498048#m,DougKass,0.0,0.0,2012-08-06 04:27:00+00:00,1344227220000.0,@DMPCT thx!,0.0,1.0,1.0
1,232507960608301056,/DougKass/status/232507960608301056#m,DougKass,0.0,0.0,2012-08-06 04:06:00+00:00,1344225960000.0,"Now on Huffington Post, my son Noah's latest ASK NOAH column huff.to/NXpTNk ""Nothing to Do With Luck"" #stockaction",1.0,0.0,0.0
2,232507305869074432,/DougKass/status/232507305869074432#m,DougKass,0.0,0.0,2012-08-06 04:03:00+00:00,1344225780000.0,"Now on TheStreet: ""The Revenge of the Nerds"" bit.ly/NXpB9e #stockaction $SPY",4.0,1.0,1.0
3,232499019002294273,/DougKass/status/232499019002294273#m,DougKass,0.0,0.0,2012-08-06 03:31:00+00:00,1344223860000.0,I am up to 20% net short now. #stockaction $SPY,4.0,3.0,2.0
4,232488298998820864,/DougKass/status/232488298998820864#m,DougKass,0.0,0.0,2012-08-06 02:48:00+00:00,1344221280000.0,I am watching the divergence between stocks and bonds today - the slight drop in bond yields gives me pause on equities. $SPY,3.0,4.0,3.0
5,232480651465592833,/DougKass/status/232480651465592833#m,DougKass,0.0,0.0,2012-08-06 02:18:00+00:00,1344219480000.0,"S&P500 volume , a whopping 25% below average for the past 10 days for this time of day.",9.0,5.0,2.0
6,232463492513423361,/DougKass/status/232463492513423361#m,DougKass,0.0,0.0,2012-08-06 01:09:00+00:00,1344215340000.0,I start the day 10% net short. $SPY,6.0,3.0,1.0
7,232453018631671808,/DougKass/status/232453018631671808#m,DougKass,0.0,0.0,2012-08-06 12:28:00+00:00,1344256080000.0,now up on realmoneypro: revenge of the nerds,0.0,0.0,0.0
8,232412396898119680,/DougKass/status/232412396898119680#m,DougKass,0.0,0.0,2012-08-06 09:46:00+00:00,1344246360000.0,"Overnight follow through: S&P futures +2, Nazzies +10, Euro, crude and gold flat, Euro mkts +, 10 year US note yields 1.55%. #stockaction",1.0,4.0,0.0
9,232273184148291584,/DougKass/status/232273184148291584#m,DougKass,0.0,0.0,2012-08-06 12:33:00+00:00,1344256380000.0,Knightmare of Wall Street - 60% dilution. bit.ly/MqYRhJ $KCG,2.0,3.0,1.0
