,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes
0,1646484314471690241,/DougKass/status/1646484314471690241#m,DougKass,0.0,0.0,2023-04-13 12:03:00+00:00,1681387380000.0,"@realmoney @dougkass @seabreezelp Apr 13, 2023 | 06:31 AM EDT DOUG KASS Premarket Trading (Part Deux) Shorting more ProShares Bitcoin Strategy ETF  ($BITO) at $18.01. @tomkeene @jimcramer @lisaabramowicz1 @ferrotv @carlquintanilla @ScottWapnerCNBC @business",2.0,0.0,2.0
1,1646457182752235522,/DougKass/status/1646457182752235522#m,DougKass,0.0,0.0,2023-04-13 10:15:00+00:00,1681380900000.0,"@realmoney @dougkass @seabreezelp Apr 13, 2023 | 05:50 AM EDT DOUG KASS Premarket Trading Sold more ($SPY) at $409.07. Position: Long SPY (S); Short SPY calls (M) @tomkeene @lisaabramowicz1 @ferrotv @business @jimcramer",2.0,1.0,5.0
