,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes
0,1266854760419819522,/DougKass/status/1266854760419819522#m,DougKass,0.0,0.0,2020-05-30 10:11:00+00:00,1590833460000.0,How fucked up is 2020 so far - on nearly every level?,141.0,36.0,620.0
1,1266825667611672579,/DougKass/status/1266825667611672579#m,DougKass,0.0,0.0,2020-05-30 08:15:00+00:00,1590826500000.0,These SpaceX astronauts are lucky to leave this planet for a while! @jimcramer @tomkeene @ScottWapnerCNBC @andrewrsorkin @LizClaman @AnnCoulter @morningmika @arimelber @realDonaldTrump @SquawkCNBC @carlquintanilla @FerroTV,7.0,5.0,115.0
2,1266720068618072064,/DougKass/status/1266720068618072064#m,DougKass,0.0,0.0,2020-05-30 01:16:00+00:00,1590801360000.0,"Looting is wrong. To me, respectfully Jim, it is the visceral outgrowth of the open wound of institutional racism and nothing to do with liberal leadership.",34.0,10.0,136.0
3,1266698984611106816,/DougKass/status/1266698984611106816#m,DougKass,0.0,0.0,2020-05-30 11:52:00+00:00,1590839520000.0,wellingonwallst.com/,1.0,1.0,4.0
4,1266697222059630592,/DougKass/status/1266697222059630592#m,DougKass,0.0,0.0,2020-05-30 11:45:00+00:00,1590839100000.0,I have no freakin idea Dave!,3.0,0.0,14.0
5,1266696632470589440,/DougKass/status/1266696632470589440#m,DougKass,0.0,0.0,2020-05-30 11:43:00+00:00,1590838980000.0,wellingonwallst.com/,0.0,0.0,1.0
6,1266695130196717568,/DougKass/status/1266695130196717568#m,DougKass,0.0,0.0,2020-05-30 11:37:00+00:00,1590838620000.0,"One last thing... If you want change, register to vote. Enjoy the weekend and be safe.",7.0,5.0,88.0
7,1266694478615715841,/DougKass/status/1266694478615715841#m,DougKass,0.0,0.0,2020-05-30 11:34:00+00:00,1590838440000.0,Super duper interview by Kate Welling of Gary Shilling. wellingonwallst.com/document…,5.0,2.0,4.0
8,1266692267869421568,/DougKass/status/1266692267869421568#m,DougKass,0.0,0.0,2020-05-30 11:25:00+00:00,1590837900000.0,Cyclical… and secular?,7.0,3.0,7.0
9,1266692116283043840,/DougKass/status/1266692116283043840#m,DougKass,0.0,0.0,2020-05-30 11:25:00+00:00,1590837900000.0,Talk about a contrary play off the bottom - oil vey!,0.0,0.0,3.0
10,1266690946399375360,/DougKass/status/1266690946399375360#m,DougKass,0.0,0.0,2020-05-30 11:20:00+00:00,1590837600000.0,Love when Divine Ms M goes all charty on us during the weekends! @hmeisler Nobody does it better! piped.video/watch?v=isAUOa50…,2.0,2.0,17.0
11,1266689595573440516,/DougKass/status/1266689595573440516#m,DougKass,0.0,0.0,2020-05-30 11:15:00+00:00,1590837300000.0,"@realDonaldTrump When asked about President Trump calling the protestors ""thugs,"" Harold Ford Jr, the former congressman, said: ""I know one thing, there was one thug in that video and he had on a uniform. And there are two other thugs in that video who wore uniforms",1.0,1.0,9.0
12,1266689596341080064,/DougKass/status/1266689596341080064#m,DougKass,0.0,0.0,2020-05-30 11:15:00+00:00,1590837300000.0,"who did nothing to stop the thug from killing that man."" radio.foxnews.com/2020/05/29…",0.0,1.0,7.0
13,1266671503376072704,/DougKass/status/1266671503376072704#m,DougKass,0.0,0.0,2020-05-30 10:03:00+00:00,1590832980000.0,trope not troupe!,0.0,0.0,3.0
14,1266670324315234304,/DougKass/status/1266670324315234304#m,DougKass,0.0,0.0,2020-05-30 09:58:00+00:00,1590832680000.0,@realdonaldtrump does and that was my point. He has weaponized skin color in the past and present.,1.0,0.0,1.0
15,1266668355290894336,/DougKass/status/1266668355290894336#m,DougKass,0.0,0.0,2020-05-30 09:50:00+00:00,1590832200000.0,I respectfully disagree. The phrase is a racist troupe used by George Wallace and the former mayor of Miami in the mid -1060s. Very similar to @realdonaldtrump reaction to Charlottesville (where there are good people on both sides).,4.0,0.0,15.0
16,1266667949743640576,/DougKass/status/1266667949743640576#m,DougKass,0.0,0.0,2020-05-30 09:49:00+00:00,1590832140000.0,The @realdonaldtrump president’s indifference to collective grieving is of a piece with a political movement that denies our collective ties as Americans.,0.0,0.0,6.0
17,1266666490796924929,/DougKass/status/1266666490796924929#m,DougKass,0.0,0.0,2020-05-30 09:43:00+00:00,1590831780000.0,"A familiar trope... ""No one knows how dark things could get, only that, in the @realdonaldtrump era, scenes that seem nightmarish one day come to look almost normal the next.""",0.0,1.0,9.0
18,1266665621095436288,/DougKass/status/1266665621095436288#m,DougKass,0.0,0.0,2020-05-30 09:39:00+00:00,1590831540000.0,npr.org/2020/05/29/864818368…,0.0,2.0,9.0
19,1266665259072454656,/DougKass/status/1266665259072454656#m,DougKass,0.0,0.0,2020-05-30 09:38:00+00:00,1590831480000.0,"Quoting a racist phrase from the 1960s used by George Wallace and others — @realdonaldtump meaning was obvious enough. You are the same president who on Thursday tweeted out a video of a supporter saying, “The only good Democrat is a dead Democrat.”",2.0,0.0,21.0
20,1266662367707967489,/DougKass/status/1266662367707967489#m,DougKass,0.0,0.0,2020-05-30 09:26:00+00:00,1590830760000.0,@realdonaldtrump You are a sick divider. What do politics have to do with Police Officer Derek Chauvin killing of George Floyd? Is your sole purpose of this tweet and your words to incite violence and hatred? @ScottWapnerCNBC @riskreversal @tomkeene @jimcramer @andrewrsorkin,3.0,0.0,7.0
