,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes
0,1481300412418478083,/DougKass/status/1481300412418478083#m,DougKass,0.0,0.0,2022-01-12 04:21:00+00:00,1641961260000.0,"@realmoney Jan 12, 2022 | 09:45 AM EST DOUG KASS Getting Ludciris! It is time, yes -- for a Ludcris Forecast. With S&P cash now +25 handles, I would not be surprised to see a reversal to the downside! $SPY",2.0,0.0,13.0
