,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes
0,1039991025228541952,/DougKass/status/1039991025228541952#m,DougKass,0.0,0.0,2018-09-12 09:35:00+00:00,1536744900000.0,OMG 'The Bachelor's' Baby Becca is pregnant! thehollywoodgossip.com/2018/…,3.0,0.0,4.0
1,1039989469917728769,/DougKass/status/1039989469917728769#m,DougKass,0.0,0.0,2018-09-12 09:29:00+00:00,1536744540000.0,Coming up on @realmoney tomorrow morning: 'Worsening Breadth and Pockets of Weakness May Spell Near Term Market Indigestion',3.0,0.0,15.0
2,1039940142163787782,/DougKass/status/1039940142163787782#m,DougKass,0.0,0.0,2018-09-12 06:13:00+00:00,1536732780000.0,Yea,0.0,0.0,1.0
3,1039935495445401605,/DougKass/status/1039935495445401605#m,DougKass,0.0,0.0,2018-09-12 05:55:00+00:00,1536731700000.0,"@realmoney My Thought of the Day... I am old enough to remember when ""unusual option activity"" would raise a red flag at the Securities and Exchange Commission.",2.0,0.0,3.0
4,1039834375695855617,/DougKass/status/1039834375695855617#m,DougKass,0.0,0.0,2018-09-12 11:13:00+00:00,1536750780000.0,"Simplistic, predictable, bellicose and dogmatic. Unwatchable, like $MU, made a new low this morning.",6.0,0.0,7.0
5,1039827134963957760,/DougKass/status/1039827134963957760#m,DougKass,0.0,0.0,2018-09-12 10:44:00+00:00,1536749040000.0,For the millionth time I watch all three business media channels - as there are some value added contributors and guests on all of them.,9.0,0.0,18.0
6,1039825892355334145,/DougKass/status/1039825892355334145#m,DougKass,0.0,0.0,2018-09-12 10:39:00+00:00,1536748740000.0,"@realmoney Beware of ""Group Stink"" (Goldman lowers Micron rating and reduces price target from $68 to $50) $MU is trading at under $42 this AM, it was $65 in late May when every analyst and talking head loved the stock Is the complacency in the $SPY today similar to $MU in May",1.0,1.0,3.0
7,1039820542138896384,/DougKass/status/1039820542138896384#m,DougKass,0.0,0.0,2018-09-12 10:18:00+00:00,1536747480000.0,Unwatchable. Sometimes its difficult to believe how superficial his line of questioning/interviewing is. It is as if he does no homework and coasts through it all.,14.0,0.0,27.0
8,1039667398729773057,/DougKass/status/1039667398729773057#m,DougKass,0.0,0.0,2018-09-12 12:09:00+00:00,1536754140000.0,Yup,0.0,0.0,1.0
9,1039666016077402112,/DougKass/status/1039666016077402112#m,DougKass,0.0,0.0,2018-09-12 12:04:00+00:00,1536753840000.0,Ugh Yanks,0.0,0.0,3.0
