,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes
0,1483450973041397770,/DougKass/status/1483450973041397770#m,DougKass,0.0,0.0,2022-01-18 02:47:00+00:00,1642474020000.0,"Jan 18, 2022 | 09:45 AM EST DOUG KASS The Period of Bank Outperformance May Now Be Coming to an End * Bank and brokerage stocks are ""over owned"" and too popular now just as industry EPS progress may disappoint in the quarters ahead realmoney.thestreet.com/doug… @jimcramer @tomkeene",6.0,0.0,27.0
1,1483444147226923017,/DougKass/status/1483444147226923017#m,DougKass,0.0,0.0,2022-01-18 02:20:00+00:00,1642472400000.0,"On @TSTRMPro Jan 18, 2022 | 08:45 AM EST DOUG KASS Why JPMorgan's EPS Release Is Bad for All Equities * It is also another vivid example of ""group stink"" realmoney.thestreet.com/doug… @jimcramer @tomkeene @WilfredFrost @ferrotv @lisaabramowicz1 @carlquintanilla @ScottWapnerCNBC",0.0,0.0,18.0
