,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes
0,1246949817697415175,/DougKass/status/1246949817697415175#m,DougKass,0.0,0.0,2020-04-05 11:56:00+00:00,1586087760000.0,What an elegant and gracious Queen!,8.0,8.0,78.0
1,1246899388171108354,/DougKass/status/1246899388171108354#m,DougKass,0.0,0.0,2020-04-05 08:35:00+00:00,1586075700000.0,Boris Johnson admitted to hospital in London after contracting coronavirus.,8.0,2.0,19.0
2,1246895475812438017,/DougKass/status/1246895475812438017#m,DougKass,0.0,0.0,2020-04-05 08:20:00+00:00,1586074800000.0,From Bill Ackman... @jimcramer @ScottWapnerCNBC,29.0,3.0,41.0
3,1246889634560434176,/DougKass/status/1246889634560434176#m,DougKass,0.0,0.0,2020-04-05 07:57:00+00:00,1586073420000.0,"Nothing surprises me. But, yes, I would be surprised.",3.0,0.0,13.0
4,1246889521771425795,/DougKass/status/1246889521771425795#m,DougKass,0.0,0.0,2020-04-05 07:56:00+00:00,1586073360000.0,I happen to agree that this could be a move by Buffett to buy a significant control interest in an airline...,8.0,4.0,35.0
5,1246889291399270401,/DougKass/status/1246889291399270401#m,DougKass,0.0,0.0,2020-04-05 07:55:00+00:00,1586073300000.0,"Civilization is hideously fragile and there's not much between us and the horrors underneath, just about a coat of varnish.",12.0,2.0,77.0
6,1246885424557109250,/DougKass/status/1246885424557109250#m,DougKass,0.0,0.0,2020-04-05 07:40:00+00:00,1586072400000.0,Respectfully: * Buffett's airline sales are a market non event * Some evidence of flattening curve * Press conference are also a market non event I like the market intermediate term and I wouldnt be surprised if we never retest and the market rallies from current levels,12.0,5.0,57.0
7,1246853824549212161,/DougKass/status/1246853824549212161#m,DougKass,0.0,0.0,2020-04-05 05:34:00+00:00,1586064840000.0,via @NYTimes nytimes.com/2020/04/05/world…,3.0,1.0,4.0
8,1246775839481626624,/DougKass/status/1246775839481626624#m,DougKass,0.0,0.0,2020-04-05 12:24:00+00:00,1586089440000.0,And The Marsh Family kicks butt in their attempt to rid of us Covid-19! piped.video/watch?v=_e2IKKQb… Please watch.,0.0,3.0,15.0
9,1246775446806634499,/DougKass/status/1246775446806634499#m,DougKass,0.0,0.0,2020-04-05 12:23:00+00:00,1586089380000.0,This is heart warming! And Johnny the Greek lives in Buffalo... dailymail.co.uk/video/news/v… Please watch.,0.0,0.0,7.0
10,1246774415343390720,/DougKass/status/1246774415343390720#m,DougKass,0.0,0.0,2020-04-05 12:19:00+00:00,1586089140000.0,Bookmarked.,11.0,0.0,34.0
11,1246773420878180352,/DougKass/status/1246773420878180352#m,DougKass,0.0,0.0,2020-04-05 12:15:00+00:00,1586088900000.0,Vanda garayi from moles orchids (they are a great source fir species),1.0,0.0,22.0
12,1246771726484221954,/DougKass/status/1246771726484221954#m,DougKass,0.0,0.0,2020-04-05 12:08:00+00:00,1586088480000.0,Maybe I personalized it too much but I am surrounded by tragedy. Be safe.,1.0,0.0,10.0
13,1246756278816440320,/DougKass/status/1246756278816440320#m,DougKass,0.0,0.0,2020-04-05 11:07:00+00:00,1586084820000.0,Happy Dogwood Sunday! Tune in tomorrow on @realmoney to understand my reference to Palm Sunday!! Enjoy the day and be safe.,3.0,2.0,10.0
14,1246755601885036546,/DougKass/status/1246755601885036546#m,DougKass,0.0,0.0,2020-04-05 11:04:00+00:00,1586084640000.0,I will never forget winning the 1990 Little Brown Jugette with Newmark Real Estate's Jeff Gural. harnessracing.com/news/main/… I dont have the video but I was in emergency surgery at Mt Sinai Hospital after suffering a near fatal accident driving one of my horses at the Lycoming,1.0,0.0,4.0
