~release_id~release_name~date
82~82~Economic Report of the President~2001-01-16
18~18~H.15 Selected Interest Rates~2001-01-16
25~25~Manufacturing and Trade Inventories and Sales~2001-01-16
93~93~Supplemental Estimates, Motor Vehicles~2001-01-16
