~release_id~release_name~date
15~15~G.5 Foreign Exchange Rates~2010-05-03
18~18~H.15 Selected Interest Rates~2010-05-03
70~70~Monthly Treasury Inflation-Indexed Securities~2010-05-03
54~54~Personal Income and Outlays~2010-05-03
93~93~Supplemental Estimates, Motor Vehicles~2010-05-03
102~102~Wall Street Journal~2010-05-03
183~183~Weekly Retail Gasoline and Diesel Prices~2010-05-03
71~71~Weekly Treasury Inflation-Indexed Securities~2010-05-03
